'**************************************************************************
'LogView File;       ScopeView Version:1.06
'Copyright 1994, AGA Associates.
'File Created: 11:51:44am Sep 27, 07
'**************************************************************************
'Timebase:          00:00:01
'Hi Limit:          Off
'Lo Limit:          Off
'Filter Mode:       Capture All Data; Filter Off  
'**************************************************************************
	 0020  	C	TE	11:51:46am
	 0020  	C	TE	11:51:47am
	 0020  	C	TE	11:51:48am
	 0020  	C	TE	11:51:49am
	 0020  	C	TE	11:51:50am
	 0020  	C	TE	11:51:51am
	 0020  	C	TE	11:51:52am
	 0020  	C	TE	11:51:53am
	 0020  	C	TE	11:51:54am
	 0020  	C	TE	11:51:55am
	 0020  	C	TE	11:51:56am
	 0020  	C	TE	11:51:57am
	 0020  	C	TE	11:51:58am
	 0020  	C	TE	11:51:59am
	 0020  	C	TE	11:52:00am
	 0020  	C	TE	11:52:01am
	 0020  	C	TE	11:52:02am
	 0020  	C	TE	11:52:03am
	 0020  	C	TE	11:52:04am
	 0020  	C	TE	11:52:05am
	 0020  	C	TE	11:52:06am
	 0020  	C	TE	11:52:07am
	 0020  	C	TE	11:52:08am
	 0020  	C	TE	11:52:09am
	 0020  	C	TE	11:52:10am
	 0020  	C	TE	11:52:11am
	 0020  	C	TE	11:52:12am
	 0020  	C	TE	11:52:13am
	 0020  	C	TE	11:52:14am
	 0020  	C	TE	11:52:15am
	 0020  	C	TE	11:52:16am
	 0020  	C	TE	11:52:17am
	 0020  	C	TE	11:52:18am
	 0020  	C	TE	11:52:19am
	 0020  	C	TE	11:52:20am
	 0020  	C	TE	11:52:21am
	 0020  	C	TE	11:52:22am
	 0020  	C	TE	11:52:23am
	 0020  	C	TE	11:52:24am
	 0020  	C	TE	11:52:25am
	 0020  	C	TE	11:52:26am
	 0020  	C	TE	11:52:27am
	 0020  	C	TE	11:52:28am
	 0020  	C	TE	11:52:29am
	 0020  	C	TE	11:52:30am
	 0020  	C	TE	11:52:31am
	 0020  	C	TE	11:52:32am
	 0020  	C	TE	11:52:33am
	 0021  	C	TE	11:52:34am
	 0021  	C	TE	11:52:35am
	 0021  	C	TE	11:52:36am
	 0021  	C	TE	11:52:37am
	 0021  	C	TE	11:52:38am
	 0021  	C	TE	11:52:39am
	 0021  	C	TE	11:52:40am
	 0021  	C	TE	11:52:41am
	 0021  	C	TE	11:52:42am
	 0021  	C	TE	11:52:43am
	 0021  	C	TE	11:52:44am
	 0021  	C	TE	11:52:45am
	 0021  	C	TE	11:52:46am
	 0021  	C	TE	11:52:47am
	 0021  	C	TE	11:52:48am
	 0021  	C	TE	11:52:49am
	 0021  	C	TE	11:52:50am
	 0022  	C	TE	11:52:51am
	 0022  	C	TE	11:52:52am
	 0022  	C	TE	11:52:53am
	 0022  	C	TE	11:52:54am
	 0022  	C	TE	11:52:55am
	 0022  	C	TE	11:52:56am
	 0022  	C	TE	11:52:57am
	 0022  	C	TE	11:52:58am
	 0022  	C	TE	11:52:59am
	 0022  	C	TE	11:53:00am
	 0022  	C	TE	11:53:01am
	 0023  	C	TE	11:53:02am
	 0023  	C	TE	11:53:03am
	 0023  	C	TE	11:53:04am
	 0023  	C	TE	11:53:05am
	 0023  	C	TE	11:53:06am
	 0023  	C	TE	11:53:07am
	 0023  	C	TE	11:53:08am
	 0023  	C	TE	11:53:09am
	 0023  	C	TE	11:53:10am
	 0024  	C	TE	11:53:11am
	 0024  	C	TE	11:53:12am
	 0024  	C	TE	11:53:13am
	 0024  	C	TE	11:53:14am
	 0024  	C	TE	11:53:15am
	 0024  	C	TE	11:53:16am
	 0024  	C	TE	11:53:17am
	 0024  	C	TE	11:53:18am
	 0025  	C	TE	11:53:19am
	 0025  	C	TE	11:53:20am
	 0025  	C	TE	11:53:21am
	 0025  	C	TE	11:53:22am
	 0025  	C	TE	11:53:23am
	 0025  	C	TE	11:53:24am
	 0025  	C	TE	11:53:25am
	 0025  	C	TE	11:53:26am
	 0026  	C	TE	11:53:27am
	 0026  	C	TE	11:53:28am
