Time[s], Channel 0, Channel 1
-0.000070500000000, 0, 1
-0.000066000000000, 0, 0
-0.000040000000000, 0, 1
-0.000013500000000, 0, 0
0.000000000000000, 1, 0
0.000013500000000, 1, 1
0.000039500000000, 1, 0
0.000052500000000, 0, 0
0.000065500000000, 0, 1
0.000092500000000, 0, 0
0.000119000000000, 0, 1
0.000145000000000, 0, 0
0.000171500000000, 0, 1
0.000198000000000, 0, 0
0.000211500000000, 1, 0
0.000224500000000, 1, 1
0.000250500000000, 1, 0
0.000264000000000, 0, 0
0.000277000000000, 0, 1
0.000303500000000, 0, 0
0.000330500000000, 0, 1
0.000356500000000, 0, 0
0.000382500000000, 0, 1
0.000409000000000, 0, 0
0.000423000000000, 1, 0
0.000436000000000, 1, 1
0.000462000000000, 1, 0
0.000488500000000, 1, 1
0.000515000000000, 1, 0
0.000528500000000, 0, 0
0.000541500000000, 0, 1
0.000567500000000, 0, 0
0.000594000000000, 0, 1
0.000620500000000, 0, 0
0.000634000000000, 1, 0
0.000647000000000, 1, 1
0.000673000000000, 1, 0
0.000686500000000, 0, 0
0.000699500000000, 0, 1
0.000726000000000, 0, 0
0.000752500000000, 0, 1
0.000779000000000, 0, 0
0.000792000000000, 1, 0
0.000805000000000, 1, 1
0.000831500000000, 1, 0
0.000845000000000, 0, 0
0.000858000000000, 0, 1
0.000884500000000, 0, 0
0.000910500000000, 0, 1
0.000937000000000, 0, 0
0.000964000000000, 0, 1
0.000990000000000, 0, 0
0.001003000000000, 1, 0
0.001016500000000, 1, 1
0.001043000000000, 1, 0
0.001056500000000, 0, 0
0.001069500000000, 0, 1
0.001095500000000, 0, 0
0.001122000000000, 0, 1
0.001148500000000, 0, 0
0.001175000000000, 0, 1
0.001201500000000, 0, 0
0.001214500000000, 1, 0
0.001227500000000, 1, 1
0.001254000000000, 1, 0
0.001267500000000, 0, 0
0.001281000000000, 0, 1
0.001307000000000, 0, 0
0.001333000000000, 0, 1
0.001359500000000, 0, 0
0.001386500000000, 0, 1
0.001415000000000, 0, 0
0.001428000000000, 1, 0
0.001441000000000, 1, 1
0.001467000000000, 1, 0
0.001480500000000, 0, 0
0.001494000000000, 0, 1
0.001520000000000, 0, 0
0.001533500000000, 1, 0
0.001546500000000, 1, 1
0.001572500000000, 1, 0
0.001599500000000, 1, 1
0.001625500000000, 1, 0
0.001639000000000, 0, 0
0.001652000000000, 0, 1
0.001678000000000, 0, 0
0.001705500000000, 0, 1
0.001731500000000, 0, 0
0.001758000000000, 0, 1
0.001784000000000, 0, 0
0.001811000000000, 0, 1
0.001837000000000, 0, 0
0.001850000000000, 1, 0
0.001863500000000, 1, 1
0.001889500000000, 1, 0
0.001903000000000, 0, 0
0.001916500000000, 0, 1
0.001942500000000, 0, 0
0.001969000000000, 0, 1
0.001995000000000, 0, 0
0.002022000000000, 0, 1
0.002048500000000, 0, 0
0.002074500000000, 0, 1
0.002100500000000, 0, 0
0.002128000000000, 0, 1
0.002154000000000, 0, 0
0.002180000000000, 0, 1
0.002206500000000, 0, 0
0.002233500000000, 0, 1
0.002259500000000, 0, 0
0.002272500000000, 1, 0
0.002286000000000, 1, 1
0.002312000000000, 1, 0
0.002339000000000, 1, 1
0.002365000000000, 1, 0
0.002391500000000, 1, 1
0.002417500000000, 1, 0
0.002444500000000, 1, 1
0.002471000000000, 1, 0
0.002484000000000, 0, 0
0.002497000000000, 0, 1
0.002523000000000, 0, 0
0.002550000000000, 0, 1
0.002576500000000, 0, 0
0.002603000000000, 0, 1
0.002629000000000, 0, 0
0.002656000000000, 0, 1
0.002682000000000, 0, 0
0.002695500000000, 1, 0
0.002708500000000, 1, 1
0.002734500000000, 1, 0
0.002748000000000, 0, 0
0.002761500000000, 0, 1
0.002787500000000, 0, 0
0.002814000000000, 0, 1
0.002840000000000, 0, 0
0.002867000000000, 0, 1
0.002893000000000, 0, 0
0.002919500000000, 0, 1
0.002945500000000, 0, 0
0.002972500000000, 0, 1
0.002999000000000, 0, 0
0.003025000000000, 0, 1
0.003051500000000, 0, 0
0.003065000000000, 1, 0
0.003078500000000, 1, 1
0.003104500000000, 1, 0
0.003117500000000, 0, 0
0.003130500000000, 0, 1
0.003157000000000, 0, 0
0.003184000000000, 0, 1
0.003210000000000, 0, 0
0.003236500000000, 0, 1
0.003262500000000, 0, 0
0.003289500000000, 0, 1
0.003318000000000, 0, 0
0.003331500000000, 1, 0
0.003344500000000, 1, 1
0.003370500000000, 1, 0
0.003397000000000, 1, 1
0.003423500000000, 1, 0
0.003449500000000, 1, 1
0.003475500000000, 1, 0
0.003489000000000, 0, 0
0.003502500000000, 0, 1
0.003529000000000, 0, 0
0.003542000000000, 1, 0
0.003555000000000, 1, 1
0.003581500000000, 1, 0
0.003608000000000, 1, 1
0.003634500000000, 1, 0
0.003647500000000, 0, 0
0.003660500000000, 0, 1
0.003687000000000, 0, 0
0.003713500000000, 0, 1
0.003740000000000, 0, 0
0.003766500000000, 0, 1
0.003792500000000, 0, 0
0.003806000000000, 1, 0
0.003819500000000, 1, 1
0.003846000000000, 1, 0
0.003859000000000, 0, 0
0.003872000000000, 0, 1
0.003898000000000, 0, 0
0.003925000000000, 0, 1
0.003951500000000, 0, 0
0.003978000000000, 0, 1
0.004004000000000, 0, 0
0.004017000000000, 1, 0
0.004030500000000, 1, 1
0.004057000000000, 1, 0
0.004070000000000, 0, 0
0.004083500000000, 0, 1
0.004109500000000, 0, 0
0.004136000000000, 0, 1
0.004162500000000, 0, 0
0.004189000000000, 0, 1
0.004215000000000, 0, 0
0.004228000000000, 1, 0
0.004241500000000, 1, 1
0.004268500000000, 1, 0
0.004294500000000, 1, 1
0.004320500000000, 1, 0
0.004334000000000, 0, 0
0.004347500000000, 0, 1
0.004374000000000, 0, 0
0.004400500000000, 0, 1
