0,00;0,00
0,02;0,00
0,04;0,08
0,06;0,00
0,08;0,08
0,10;0,08
0,12;0,00
0,14;0,08
0,16;0,08
0,18;0,08
0,20;0,08
0,22;0,08
0,24;0,08
0,26;0,08
0,28;0,08
0,30;0,08
0,32;0,08
0,34;0,08
0,36;0,08
0,38;0,08
0,40;0,08
0,42;0,08
0,44;0,08
0,46;0,08
0,48;0,08
0,50;0,08
0,52;0,08
0,54;0,08
0,56;0,16
0,58;0,16
0,60;0,16
0,62;0,16
0,64;0,16
0,66;0,16
0,68;0,16
0,70;0,24
0,72;0,24
0,74;0,24
0,76;0,24
0,78;0,24
0,80;0,24
0,82;0,24
0,84;0,32
0,86;0,32
0,88;0,32
0,90;0,32
0,92;0,32
0,94;0,32
0,96;0,40
0,98;0,40
1,00;0,40
1,02;0,40
1,04;0,40
1,06;0,40
1,08;0,40
1,10;0,48
1,12;0,48
1,14;0,48
1,16;0,48
1,18;0,48
1,20;0,48
1,22;0,56
1,24;0,56
1,26;0,56
1,28;0,56
1,30;0,56
1,32;0,56
1,34;0,64
1,36;0,64
1,38;0,64
1,40;0,64
1,42;0,72
1,44;0,72
1,46;0,72
1,48;0,72
1,50;0,72
1,52;0,72
1,54;0,72
1,56;0,80
1,58;0,72
1,60;0,80
1,62;0,80
1,64;0,80
1,66;0,80
1,68;0,80
1,70;0,88
1,72;0,88
1,74;0,88
1,76;0,88
1,78;0,96
1,80;0,96
1,82;0,96
1,84;0,96
1,86;0,96
1,88;0,96
1,90;1,04
1,92;1,04
1,94;1,04
1,96;1,04
1,98;1,04
2,00;1,04
2,02;1,04
2,04;1,04
2,06;1,12
2,08;1,12
2,10;1,12
2,12;1,12
2,14;1,12
2,16;1,12
2,18;1,20
2,20;1,20
2,22;1,20
2,24;1,20
2,26;1,20
2,28;1,28
2,30;1,28
2,32;1,28
2,34;1,28
2,36;1,28
2,38;1,36
2,40;1,28
2,42;1,36
2,44;1,36
2,46;1,36
2,48;1,36
2,50;1,36
2,52;1,36
2,54;1,44
2,56;1,44
2,58;1,44
2,60;1,44
2,62;1,44
2,64;1,44
2,66;1,44
2,68;1,52
2,70;1,52
2,72;1,52
2,74;1,52
2,76;1,52
2,78;1,52
2,80;1,52
2,82;1,52
2,84;1,60
2,86;1,60
2,88;1,60
2,90;1,60
2,92;1,60
2,94;1,68
2,96;1,68
2,98;1,68
3,00;1,68
3,02;1,68
3,04;1,68
3,06;1,68
3,08;1,68
3,10;1,68
3,12;1,68
3,14;1,76
3,16;1,76
3,18;1,76
3,20;1,76
3,22;1,76
3,24;1,76
3,26;1,84
3,28;1,84
3,30;1,84
3,32;1,84
3,34;1,84
3,36;1,84
3,38;1,84
3,40;1,84
3,42;1,92
3,44;1,84
3,46;1,92
3,48;1,92
3,50;1,92
3,52;1,92
3,54;1,92
3,56;1,92
3,58;1,92
3,60;2,00
3,62;2,00
3,64;2,00
3,66;2,00
3,68;2,00
3,70;2,00
3,72;2,00
3,74;2,00
3,76;2,00
3,78;2,00
3,80;2,00
3,82;2,00
3,84;2,08
3,86;2,08
3,88;2,08
3,90;2,08
3,92;2,08
3,94;2,08
3,96;2,08
3,98;2,08
4,00;2,08
4,02;2,16
4,04;2,16
4,06;2,16
4,08;2,16
4,10;2,16
4,12;2,16
4,14;2,16
4,16;2,16
4,18;2,16
4,20;2,16
4,22;2,16
4,24;2,24
4,26;2,24
4,28;2,24
4,30;2,24
4,32;2,24
4,34;2,24
4,36;2,24
4,38;2,24
4,40;2,24
4,42;2,24
4,44;2,24
4,46;2,24
4,48;2,32
4,50;2,32
4,52;2,32
4,54;2,32
4,56;2,32
4,58;2,32
4,60;2,32
4,62;2,32
4,64;2,32
4,66;2,32
4,68;2,32
4,70;2,32
4,72;2,32
4,74;2,32
4,76;2,40
4,78;2,40
4,80;2,40
4,82;2,40
4,84;2,40
4,86;2,40
4,88;2,40
4,90;2,40
4,92;2,40
4,94;2,40
4,96;2,40
4,98;2,40
5,00;2,40
5,02;2,40
5,04;2,40
5,06;2,40
5,08;2,48
5,10;2,48
5,12;2,48
5,14;2,48
5,16;2,48
5,18;2,48
5,20;2,48
5,22;2,48
5,24;2,48
5,26;2,48
5,28;2,48
5,30;2,48
5,32;2,48
5,34;2,48
5,36;2,56
5,38;2,56
5,40;2,56
5,42;2,56
