0,00;0,08
0,02;0,08
0,04;0,16
0,06;0,24
0,08;0,32
0,10;0,40
0,12;0,40
0,14;0,48
0,16;0,56
0,18;0,64
0,20;0,72
0,22;0,80
0,24;0,80
0,26;0,88
0,28;0,96
0,30;1,04
0,32;1,12
0,34;1,12
0,36;1,20
0,38;1,28
0,40;1,36
0,42;1,36
0,44;1,44
0,46;1,44
0,48;1,52
0,50;1,60
0,52;1,68
0,54;1,68
0,56;1,76
0,58;1,76
0,60;1,84
0,62;1,92
0,64;1,92
0,66;2,00
0,68;2,00
0,70;2,08
0,72;2,08
0,74;2,16
0,76;2,24
0,78;2,24
0,80;2,32
0,82;2,32
0,84;2,40
0,86;2,40
0,88;2,48
0,90;2,48
0,92;2,56
0,94;2,64
0,96;2,64
0,98;2,64
1,00;2,72
1,02;2,72
1,04;2,80
1,06;2,80
1,08;2,80
1,10;2,88
1,12;2,88
1,14;2,96
1,16;2,96
1,18;2,96
1,20;3,04
1,22;3,04
1,24;3,12
1,26;3,12
1,28;3,20
1,30;3,20
1,32;3,28
1,34;3,28
1,36;3,28
1,38;3,28
1,40;3,36
1,42;3,36
1,44;3,36
1,46;3,44
1,48;3,44
1,50;3,44
1,52;3,52
1,54;3,52
1,56;3,52
1,58;3,60
1,60;3,60
1,62;3,60
1,64;3,60
1,66;3,68
1,68;3,68
1,70;3,68
1,72;3,68
1,74;3,76
1,76;3,76
1,78;3,76
1,80;3,76
1,82;3,84
1,84;3,84
1,86;3,92
1,88;3,92
1,90;3,92
1,92;3,92
1,94;3,92
1,96;3,92
1,98;4,00
2,00;4,00
2,02;4,00
2,04;4,00
2,06;4,08
2,08;4,08
2,10;4,08
2,12;4,08
2,14;4,16
2,16;4,16
2,18;4,16
2,20;4,16
2,22;4,24
2,24;4,24
2,26;4,24
2,28;4,24
2,30;4,24
2,32;4,24
2,34;4,24
2,36;4,24
2,38;4,32
2,40;4,32
2,42;4,32
2,44;4,32
2,46;4,40
2,48;4,40
2,50;4,40
2,52;4,40
2,54;4,40
