0;0,08
0,02;0,08
0,04;0,16
0,06;0,16
0,08;0,24
0,1;0,32
0,12;0,4
0,14;0,4
0,16;0,48
0,18;0,56
0,2;0,64
0,22;0,72
0,24;0,8
0,26;0,8
0,28;0,88
0,3;0,88
0,32;0,96
0,34;1,04
0,36;1,04
0,38;1,12
0,4;1,2
0,42;1,2
0,44;1,28
0,46;1,36
0,48;1,36
0,5;1,44
0,52;1,52
0,54;1,52
0,56;1,6
0,58;1,68
0,6;1,68
0,62;1,68
0,64;1,76
0,66;1,84
0,68;1,84
0,7;1,92
0,72;2
0,74;2
0,76;2
0,78;2,08
0,8;2,16
0,82;2,16
0,84;2,16
0,86;2,24
0,88;2,32
0,9;2,32
0,92;2,32
0,94;2,4
0,96;2,4
0,98;2,48
1;2,56
1,02;2,56
1,04;2,56
1,06;2,64
1,08;2,64
1,1;2,72
1,12;2,72
1,14;2,72
1,16;2,8
1,18;2,8
1,2;2,88
1,22;2,88
1,24;2,96
1,26;2,96
1,28;2,96
1,3;3,04
1,32;3,04
1,34;3,04
1,36;3,12
1,38;3,12
1,4;3,2
1,42;3,2
1,44;3,2
1,46;3,28
1,48;3,28
1,5;3,28
1,52;3,28
1,54;3,36
1,56;3,36
1,58;3,44
1,6;3,44
1,62;3,44
1,64;3,52
1,66;3,52
1,68;3,52
1,7;3,6
1,72;3,6
1,74;3,6
1,76;3,6
1,78;3,68
1,8;3,68
1,82;3,68
1,84;3,68
1,86;3,76
1,88;3,76
1,9;3,76
1,92;3,84
1,94;3,84
1,96;3,84
1,98;3,84
2;3,92
2,02;3,92
2,04;3,92
2,06;3,92
2,08;4
2,1;4
2,12;4
2,14;4,08
2,16;4,08
2,18;4,08
2,2;4,08
2,22;4,08
2,24;4,16
2,26;4,16
2,28;4,16
2,3;4,16
2,32;4,24
2,34;4,24
2,36;4,24
2,38;4,24
2,4;4,24
2,42;4,24
2,44;4,32
2,46;4,32
2,48;4,32
2,5;4,32
2,52;4,4
2,54;4,4
2,56;4,4
2,58;4,4
2,6;4,4
2,62;4,48
2,64;4,48
2,66;4,48
2,68;4,48
2,7;4,48
2,72;4,48
2,74;4,56
2,76;4,56
2,78;4,56
2,8;4,56
2,82;4,56
2,84;4,56
2,86;4,64
2,88;4,56
2,9;4,64
2,92;4,64
2,94;4,64
2,96;4,64
2,98;4,64
3;4,64
3,02;4,72
3,04;4,72
3,06;4,72
3,08;4,72
3,1;4,72
3,12;4,72
3,14;4,8
3,16;4,8
3,18;4,8
3,2;4,8
3,22;4,8
3,24;4,8
3,26;4,8
3,28;4,8
3,3;4,8
3,32;4,88
3,34;4,88
3,36;4,88
3,38;4,88
3,4;4,88
3,42;4,88
3,44;4,88
3,46;4,96
3,48;4,88
3,5;4,88
3,52;4,96
3,54;4,96
3,56;4,96
3,58;4,96
3,6;4,96
3,62;4,96
3,64;4,96
3,66;4,96
